tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dogtionary,rating,id_x,jpg_url,breed,dog,id_y,created_at,favorite_count,retweet_count,character_count
891689557279858688,2017-07-30 15:58:51+00:00,Twitter iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13.0,10,Darla,,13.0,891689557279858688,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,labrador_retriever,True,891689557279858688,2017-07-30 15:58:51+00:00,42908,8964,79
891689557279858688,2017-07-30 15:58:51+00:00,Twitter iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13.0,10,Darla,,13.0,891689557279858688,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,spatula,False,891689557279858688,2017-07-30 15:58:51+00:00,42908,8964,79
891327558926688256,2017-07-29 16:00:24+00:00,Twitter iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f","https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12.0,10,Franklin,,12.0,891327558926688256,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,basset,True,891327558926688256,2017-07-29 16:00:24+00:00,41048,9774,138
891327558926688256,2017-07-29 16:00:24+00:00,Twitter iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f","https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12.0,10,Franklin,,12.0,891327558926688256,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,english_springer,True,891327558926688256,2017-07-29 16:00:24+00:00,41048,9774,138
891327558926688256,2017-07-29 16:00:24+00:00,Twitter iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f","https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12.0,10,Franklin,,12.0,891327558926688256,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,german_short-haired_pointer,True,891327558926688256,2017-07-29 16:00:24+00:00,41048,9774,138
891087950875897856,2017-07-29 00:08:17+00:00,Twitter iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13.0,10,,,13.0,891087950875897856,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,chesapeake_bay_retriever,True,891087950875897856,2017-07-29 00:08:17+00:00,20562,3261,138
891087950875897856,2017-07-29 00:08:17+00:00,Twitter iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13.0,10,,,13.0,891087950875897856,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,irish_terrier,True,891087950875897856,2017-07-29 00:08:17+00:00,20562,3261,138
891087950875897856,2017-07-29 00:08:17+00:00,Twitter iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13.0,10,,,13.0,891087950875897856,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,indian_elephant,False,891087950875897856,2017-07-29 00:08:17+00:00,20562,3261,138
890971913173991426,2017-07-28 16:27:12+00:00,Twitter iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl","https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13.0,10,Jax,,13.0,890971913173991426,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,appenzeller,True,890971913173991426,2017-07-28 16:27:12+00:00,12041,2158,140
890971913173991426,2017-07-28 16:27:12+00:00,Twitter iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl","https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13.0,10,Jax,,13.0,890971913173991426,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,border_collie,True,890971913173991426,2017-07-28 16:27:12+00:00,12041,2158,140
890971913173991426,2017-07-28 16:27:12+00:00,Twitter iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl","https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13.0,10,Jax,,13.0,890971913173991426,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,ice_lolly,False,890971913173991426,2017-07-28 16:27:12+00:00,12041,2158,140
890729181411237888,2017-07-28 00:22:40+00:00,Twitter iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13.0,10,,,13.0,890729181411237888,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,pomeranian,True,890729181411237888,2017-07-28 00:22:40+00:00,56848,16716,118
890729181411237888,2017-07-28 00:22:40+00:00,Twitter iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13.0,10,,,13.0,890729181411237888,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,eskimo_dog,True,890729181411237888,2017-07-28 00:22:40+00:00,56848,16716,118
890729181411237888,2017-07-28 00:22:40+00:00,Twitter iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13.0,10,,,13.0,890729181411237888,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,pembroke,True,890729181411237888,2017-07-28 00:22:40+00:00,56848,16716,118
890609185150312448,2017-07-27 16:25:51+00:00,Twitter iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13.0,10,Zoey,,13.0,890609185150312448,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,irish_terrier,True,890609185150312448,2017-07-27 16:25:51+00:00,28226,4429,122
890609185150312448,2017-07-27 16:25:51+00:00,Twitter iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13.0,10,Zoey,,13.0,890609185150312448,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,irish_setter,True,890609185150312448,2017-07-27 16:25:51+00:00,28226,4429,122
890609185150312448,2017-07-27 16:25:51+00:00,Twitter iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13.0,10,Zoey,,13.0,890609185150312448,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,chesapeake_bay_retriever,True,890609185150312448,2017-07-27 16:25:51+00:00,28226,4429,122
890240255349198849,2017-07-26 15:59:51+00:00,Twitter iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14.0,10,Cassie,doggo,14.0,890240255349198849,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,pembroke,True,890240255349198849,2017-07-26 15:59:51+00:00,32467,7711,133
890240255349198849,2017-07-26 15:59:51+00:00,Twitter iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14.0,10,Cassie,doggo,14.0,890240255349198849,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,cardigan,True,890240255349198849,2017-07-26 15:59:51+00:00,32467,7711,133
890240255349198849,2017-07-26 15:59:51+00:00,Twitter iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14.0,10,Cassie,doggo,14.0,890240255349198849,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,chihuahua,True,890240255349198849,2017-07-26 15:59:51+00:00,32467,7711,133
890006608113172480,2017-07-26 00:31:25+00:00,Twitter iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10,Koda,,13.0,890006608113172480,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,samoyed,True,890006608113172480,2017-07-26 00:31:25+00:00,31166,7624,130
890006608113172480,2017-07-26 00:31:25+00:00,Twitter iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10,Koda,,13.0,890006608113172480,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,pomeranian,True,890006608113172480,2017-07-26 00:31:25+00:00,31166,7624,130
890006608113172480,2017-07-26 00:31:25+00:00,Twitter iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10,Koda,,13.0,890006608113172480,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,chow,True,890006608113172480,2017-07-26 00:31:25+00:00,31166,7624,130
889880896479866881,2017-07-25 16:11:53+00:00,Twitter iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10,Bruno,,13.0,889880896479866881,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,french_bulldog,True,889880896479866881,2017-07-25 16:11:53+00:00,28268,5156,107
889880896479866881,2017-07-25 16:11:53+00:00,Twitter iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10,Bruno,,13.0,889880896479866881,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,labrador_retriever,True,889880896479866881,2017-07-25 16:11:53+00:00,28268,5156,107
889880896479866881,2017-07-25 16:11:53+00:00,Twitter iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10,Bruno,,13.0,889880896479866881,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,muzzle,False,889880896479866881,2017-07-25 16:11:53+00:00,28268,5156,107
889665388333682689,2017-07-25 01:55:32+00:00,Twitter iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10,,puppo,13.0,889665388333682689,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,pembroke,True,889665388333682689,2017-07-25 01:55:32+00:00,38818,8538,106
889665388333682689,2017-07-25 01:55:32+00:00,Twitter iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10,,puppo,13.0,889665388333682689,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,cardigan,True,889665388333682689,2017-07-25 01:55:32+00:00,38818,8538,106
889665388333682689,2017-07-25 01:55:32+00:00,Twitter iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10,,puppo,13.0,889665388333682689,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,basenji,True,889665388333682689,2017-07-25 01:55:32+00:00,38818,8538,106
889638837579907072,2017-07-25 00:10:02+00:00,Twitter iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10,Ted,,12.0,889638837579907072,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,french_bulldog,True,889638837579907072,2017-07-25 00:10:02+00:00,27672,4735,91
889638837579907072,2017-07-25 00:10:02+00:00,Twitter iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10,Ted,,12.0,889638837579907072,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,boxer,True,889638837579907072,2017-07-25 00:10:02+00:00,27672,4735,91
889638837579907072,2017-07-25 00:10:02+00:00,Twitter iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10,Ted,,12.0,889638837579907072,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,staffordshire_bullterrier,True,889638837579907072,2017-07-25 00:10:02+00:00,27672,4735,91
889531135344209921,2017-07-24 17:02:04+00:00,Twitter iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10,Stuart,puppo,13.0,889531135344209921,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,True,889531135344209921,2017-07-24 17:02:04+00:00,15359,2321,118
889531135344209921,2017-07-24 17:02:04+00:00,Twitter iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10,Stuart,puppo,13.0,889531135344209921,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,labrador_retriever,True,889531135344209921,2017-07-24 17:02:04+00:00,15359,2321,118
889531135344209921,2017-07-24 17:02:04+00:00,Twitter iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10,Stuart,puppo,13.0,889531135344209921,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,redbone,True,889531135344209921,2017-07-24 17:02:04+00:00,15359,2321,118
889278841981685760,2017-07-24 00:19:32+00:00,Twitter iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10,Oliver,,13.0,889278841981685760,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,True,889278841981685760,2017-07-24 00:19:32+00:00,25652,5637,138
889278841981685760,2017-07-24 00:19:32+00:00,Twitter iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10,Oliver,,13.0,889278841981685760,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,borzoi,True,889278841981685760,2017-07-24 00:19:32+00:00,25652,5637,138
889278841981685760,2017-07-24 00:19:32+00:00,Twitter iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10,Oliver,,13.0,889278841981685760,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,saluki,True,889278841981685760,2017-07-24 00:19:32+00:00,25652,5637,138
888917238123831296,2017-07-23 00:22:39+00:00,Twitter iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10,Jim,,12.0,888917238123831296,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,True,888917238123831296,2017-07-23 00:22:39+00:00,29611,4709,86
888917238123831296,2017-07-23 00:22:39+00:00,Twitter iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10,Jim,,12.0,888917238123831296,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,tibetan_mastiff,True,888917238123831296,2017-07-23 00:22:39+00:00,29611,4709,86
888917238123831296,2017-07-23 00:22:39+00:00,Twitter iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10,Jim,,12.0,888917238123831296,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,labrador_retriever,True,888917238123831296,2017-07-23 00:22:39+00:00,29611,4709,86
888804989199671297,2017-07-22 16:56:37+00:00,Twitter iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10,Zeke,,13.0,888804989199671297,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,True,888804989199671297,2017-07-22 16:56:37+00:00,26080,4559,128
888804989199671297,2017-07-22 16:56:37+00:00,Twitter iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10,Zeke,,13.0,888804989199671297,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,labrador_retriever,True,888804989199671297,2017-07-22 16:56:37+00:00,26080,4559,128
888804989199671297,2017-07-22 16:56:37+00:00,Twitter iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10,Zeke,,13.0,888804989199671297,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,english_setter,True,888804989199671297,2017-07-22 16:56:37+00:00,26080,4559,128
888554962724278272,2017-07-22 00:23:06+00:00,Twitter iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10,Ralphus,,13.0,888554962724278272,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,siberian_husky,True,888554962724278272,2017-07-22 00:23:06+00:00,20290,3732,87
888554962724278272,2017-07-22 00:23:06+00:00,Twitter iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10,Ralphus,,13.0,888554962724278272,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,eskimo_dog,True,888554962724278272,2017-07-22 00:23:06+00:00,20290,3732,87
888554962724278272,2017-07-22 00:23:06+00:00,Twitter iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10,Ralphus,,13.0,888554962724278272,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,malamute,True,888554962724278272,2017-07-22 00:23:06+00:00,20290,3732,87
888078434458587136,2017-07-20 16:49:33+00:00,Twitter iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10,Gerald,,12.0,888078434458587136,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,french_bulldog,True,888078434458587136,2017-07-20 16:49:33+00:00,22201,3653,127
