tweet_id,created_at,favorite_count,retweet_count,character_count
872486979161796608,2017-06-07 16:14:40+00:00,41606,9429,133
872261713294495745,2017-06-07 01:19:32+00:00,35085,6649,138
872122724285648897,2017-06-06 16:07:15+00:00,35324,8549,126
871879754684805121,2017-06-06 00:01:46+00:00,39090,11918,136
871762521631449091,2017-06-05 16:15:56+00:00,20787,3678,134
871515927908634625,2017-06-04 23:56:03+00:00,20730,3628,140
871102520638267392,2017-06-03 20:33:19+00:00,21461,5764,25
871032628920680449,2017-06-03 15:55:36+00:00,23255,3999,136
870804317367881728,2017-06-03 00:48:22+00:00,33791,6393,136
870726314365509632,2017-06-02 19:38:25+00:00,121,3,60
870656317836468226,2017-06-02 15:00:16+00:00,12819,2817,138
870374049280663552,2017-06-01 20:18:38+00:00,85011,27680,139
870308999962521604,2017-06-01 16:00:09+00:00,22453,4384,125
870063196459192321,2017-05-31 23:43:25+00:00,37771,8840,140
869772420881756160,2017-05-31 04:27:59+00:00,43710,10663,110
869702957897576449,2017-05-30 23:51:58+00:00,29116,6728,139
869596645499047938,2017-05-30 16:49:31+00:00,16476,3327,139
869227993411051520,2017-05-29 16:24:37+00:00,21112,4023,127
868880397819494401,2017-05-28 17:23:24+00:00,55098,12518,98
868622495443632128,2017-05-28 00:18:35+00:00,28295,6275,102
868552278524837888,2017-05-27 19:39:34+00:00,10539,2240,139
867900495410671616,2017-05-26 00:29:37+00:00,24964,4439,127
867774946302451713,2017-05-25 16:10:44+00:00,35179,7788,61
867421006826221569,2017-05-24 16:44:18+00:00,16755,2697,133
867051520902168576,2017-05-23 16:16:06+00:00,33420,8425,132
866720684873056260,2017-05-22 18:21:28+00:00,20888,5168,50
866686824827068416,2017-05-22 16:06:55+00:00,20070,3727,134
866450705531457537,2017-05-22 00:28:40+00:00,106827,32883,106
866334964761202691,2017-05-21 16:48:45+00:00,54720,15546,112
865718153858494464,2017-05-19 23:57:46+00:00,26640,6008,130
865359393868664832,2017-05-19 00:12:11+00:00,27530,5384,127
865006731092295680,2017-05-18 00:50:50+00:00,29063,8209,117
864873206498414592,2017-05-17 16:00:15+00:00,33651,9361,117
864279568663928832,2017-05-16 00:41:21+00:00,15195,3266,129
864197398364647424,2017-05-15 19:14:50+00:00,31459,9616,93
863907417377173506,2017-05-15 00:02:33+00:00,21477,4441,117
863553081350529029,2017-05-14 00:34:33+00:00,15935,4489,91
863432100342583297,2017-05-13 16:33:49+00:00,24829,5664,128
863427515083354112,2017-05-13 16:15:35+00:00,2363,105,134
863079547188785154,2017-05-12 17:12:53+00:00,9094,1195,139
863062471531167744,2017-05-12 16:05:02+00:00,8945,2687,139
862831371563274240,2017-05-12 00:46:44+00:00,20011,5457,121
862722525377298433,2017-05-11 17:34:13+00:00,17779,3809,135
862457590147678208,2017-05-11 00:01:27+00:00,21492,5388,133
862096992088072192,2017-05-10 00:08:34+00:00,66437,21840,107
861383897657036800,2017-05-08 00:54:59+00:00,37744,11528,72
861288531465048066,2017-05-07 18:36:02+00:00,18032,4479,138
861005113778896900,2017-05-06 23:49:50+00:00,17538,4119,96
860563773140209665,2017-05-05 18:36:06+00:00,7878,2334,138
860524505164394496,2017-05-05 16:00:04+00:00,24678,5698,97
860276583193509888,2017-05-04 23:34:55+00:00,19154,3745,131
860184849394610176,2017-05-04 17:30:24+00:00,17474,6295,133
859924526012018688,2017-05-04 00:15:58+00:00,20021,4349,140
859851578198683649,2017-05-03 19:26:06+00:00,16105,3780,137
859607811541651456,2017-05-03 03:17:27+00:00,19476,1704,136
859196978902773760,2017-05-02 00:04:57+00:00,75193,25661,124
859074603037188101,2017-05-01 15:58:40+00:00,35553,14740,139
858843525470990336,2017-05-01 00:40:27+00:00,16304,3771,138
858471635011153920,2017-04-30 00:02:42+00:00,22640,5271,113
858107933456039936,2017-04-28 23:57:28+00:00,16524,3154,137
857989990357356544,2017-04-28 16:08:49+00:00,16952,2812,134
857746408056729600,2017-04-28 00:00:54+00:00,36021,11524,137
857393404942143489,2017-04-27 00:38:11+00:00,6236,1785,137
857263160327368704,2017-04-26 16:00:39+00:00,21041,4934,134
857214891891077121,2017-04-26 12:48:51+00:00,242,20,28
857029823797047296,2017-04-26 00:33:27+00:00,19910,4364,100
856543823941562368,2017-04-24 16:22:16+00:00,17135,3131,136
856526610513747968,2017-04-24 15:13:52+00:00,12446,2068,112
856288084350160898,2017-04-23 23:26:03+00:00,545,17,165
856282028240666624,2017-04-23 23:01:59+00:00,29086,6841,121
855862651834028034,2017-04-22 19:15:32+00:00,320,27,86
855860136149123072,2017-04-22 19:05:32+00:00,4407,1058,133
855857698524602368,2017-04-22 18:55:51+00:00,12498,2313,89
855851453814013952,2017-04-22 18:31:02+00:00,47844,19196,134
855818117272018944,2017-04-22 16:18:34+00:00,28056,5943,110
855459453768019968,2017-04-21 16:33:22+00:00,31657,8987,138
854732716440526848,2017-04-19 16:25:34+00:00,24188,6690,113
854482394044301312,2017-04-18 23:50:52+00:00,31131,7608,100
854365224396361728,2017-04-18 16:05:17+00:00,20046,5159,115
854120357044912130,2017-04-17 23:52:16+00:00,33911,8285,139
854010172552949760,2017-04-17 16:34:26+00:00,17169,3433,140
853760880890318849,2017-04-17 00:03:50+00:00,30414,6403,118
853639147608842240,2017-04-16 16:00:07+00:00,37198,11265,108
853299958564483072,2017-04-15 17:32:18+00:00,16508,3928,125
852912242202992640,2017-04-14 15:51:39+00:00,9658,2037,139
852672615818899456,2017-04-13 23:59:28+00:00,15939,2388,113
852553447878664193,2017-04-13 16:05:56+00:00,17492,3885,124
852311364735569921,2017-04-13 00:03:59+00:00,35325,10961,119
852226086759018497,2017-04-12 18:25:07+00:00,21378,7570,137
852189679701164033,2017-04-12 16:00:27+00:00,12217,1741,135
851591660324737024,2017-04-11 00:24:08+00:00,17300,3819,140
851464819735769094,2017-04-10 16:00:07+00:00,25944,7855,140
851224888060895234,2017-04-10 00:06:42+00:00,22090,6350,137
850753642995093505,2017-04-08 16:54:09+00:00,33348,10352,137
850380195714523136,2017-04-07 16:10:12+00:00,13994,2915,140
850333567704068097,2017-04-07 13:04:55+00:00,3647,367,136
850145622816686080,2017-04-07 00:38:06+00:00,17519,4244,109
850019790995546112,2017-04-06 16:18:05+00:00,21944,5459,93
849776966551130114,2017-04-06 00:13:11+00:00,32390,8404,135
849412302885593088,2017-04-05 00:04:08+00:00,17039,3487,107
849336543269576704,2017-04-04 19:03:06+00:00,12240,2101,136
849051919805034497,2017-04-04 00:12:06+00:00,32617,7396,107
848690551926992896,2017-04-03 00:16:10+00:00,27104,4826,119
848324959059550208,2017-04-02 00:03:26+00:00,20229,4037,139
848213670039564288,2017-04-01 16:41:12+00:00,8834,832,135
848212111729840128,2017-04-01 16:35:01+00:00,17618,3444,138
847962785489326080,2017-04-01 00:04:17+00:00,25296,5730,140
847842811428974592,2017-03-31 16:07:33+00:00,5935,1522,138
847617282490613760,2017-03-31 01:11:22+00:00,7558,468,79
847606175596138505,2017-03-31 00:27:14+00:00,20208,3774,105
847251039262605312,2017-03-30 00:56:03+00:00,22036,4800,100
847157206088847362,2017-03-29 18:43:12+00:00,21588,6572,139
847116187444137987,2017-03-29 16:00:12+00:00,23108,3583,128
846874817362120707,2017-03-29 00:01:05+00:00,21685,4404,133
846514051647705089,2017-03-28 00:07:32+00:00,48410,13076,131
846505985330044928,2017-03-27 23:35:28+00:00,15304,3492,66
846153765933735936,2017-03-27 00:15:53+00:00,34394,10226,108
846139713627017216,2017-03-26 23:20:02+00:00,33188,10972,96
846042936437604353,2017-03-26 16:55:29+00:00,17256,3224,97
845812042753855489,2017-03-26 01:38:00+00:00,31737,9894,110
845677943972139009,2017-03-25 16:45:08+00:00,27154,5365,121
845397057150107648,2017-03-24 22:08:59+00:00,8241,2072,140
845306882940190720,2017-03-24 16:10:40+00:00,25225,6039,75
844979544864018432,2017-03-23 18:29:57+00:00,14738,2909,115
844973813909606400,2017-03-23 18:07:10+00:00,16361,3617,127
844704788403113984,2017-03-23 00:18:10+00:00,42022,11633,139
844580511645339650,2017-03-22 16:04:20+00:00,17871,3533,129
844223788422217728,2017-03-21 16:26:50+00:00,14753,2450,131
843981021012017153,2017-03-21 00:22:10+00:00,16327,3285,48
843856843873095681,2017-03-20 16:08:44+00:00,23211,5220,137
843604394117681152,2017-03-19 23:25:35+00:00,18310,3081,103
843235543001513987,2017-03-18 22:59:54+00:00,23315,6852,118
842846295480000512,2017-03-17 21:13:10+00:00,16440,4023,90
842765311967449089,2017-03-17 15:51:22+00:00,7321,1439,143
842535590457499648,2017-03-17 00:38:32+00:00,19637,3937,106
842163532590374912,2017-03-16 00:00:07+00:00,26569,6568,140
842115215311396866,2017-03-15 20:48:07+00:00,15204,3386,112
841680585030541313,2017-03-14 16:01:03+00:00,27854,8748,139
841439858740625411,2017-03-14 00:04:30+00:00,13755,4168,119
841320156043304961,2017-03-13 16:08:50+00:00,21402,6080,63
841314665196081154,2017-03-13 15:47:01+00:00,17305,5312,127
841077006473256960,2017-03-13 00:02:39+00:00,24926,5991,109
840698636975636481,2017-03-11 22:59:09+00:00,197,3,56
840696689258311684,2017-03-11 22:51:24+00:00,13377,1116,89
840632337062862849,2017-03-11 18:35:42+00:00,9761,1972,140
840370681858686976,2017-03-11 01:15:58+00:00,17918,5146,113
840268004936019968,2017-03-10 18:27:58+00:00,20950,6497,133
839990271299457024,2017-03-10 00:04:21+00:00,14640,2597,100
839549326359670784,2017-03-08 18:52:12+00:00,29957,8805,131
839239871831150596,2017-03-07 22:22:32+00:00,29684,7422,51
838952994649550848,2017-03-07 03:22:35+00:00,21289,4505,46
838921590096166913,2017-03-07 01:17:48+00:00,12183,2357,112
838561493054533637,2017-03-06 01:26:54+00:00,11892,1504,139
838476387338051585,2017-03-05 19:48:43+00:00,24664,5484,114
838085839343206401,2017-03-04 17:56:49+00:00,150,0,63
838083903487373313,2017-03-04 17:49:08+00:00,19183,3582,115
837820167694528512,2017-03-04 00:21:08+00:00,37277,8952,106
837482249356513284,2017-03-03 01:58:22+00:00,4204,495,132
837471256429613056,2017-03-03 01:14:41+00:00,13967,2631,127
837366284874571778,2017-03-02 18:17:34+00:00,23074,6005,114
837110210464448512,2017-03-02 01:20:01+00:00,17480,2731,80
836989968035819520,2017-03-01 17:22:13+00:00,13879,2610,127
836753516572119041,2017-03-01 01:42:39+00:00,21029,5237,129
836677758902222849,2017-02-28 20:41:37+00:00,13782,2522,130
836380477523124226,2017-02-28 01:00:19+00:00,16037,3337,131
836260088725786625,2017-02-27 17:01:56+00:00,23177,4850,121
836001077879255040,2017-02-26 23:52:43+00:00,20924,4935,122
835574547218894849,2017-02-25 19:37:50+00:00,19447,4121,113
835297930240217089,2017-02-25 01:18:40+00:00,17847,3381,138
835264098648616962,2017-02-24 23:04:14+00:00,8503,1939,139
835246439529840640,2017-02-24 21:54:03+00:00,2259,83,98
835172783151792128,2017-02-24 17:01:22+00:00,28552,6516,128
835152434251116546,2017-02-24 15:40:31+00:00,24574,3443,89
834931633769889797,2017-02-24 01:03:08+00:00,11838,1878,127
834786237630337024,2017-02-23 15:25:23+00:00,22943,6159,137
834574053763584002,2017-02-23 01:22:14+00:00,14993,2882,98
834458053273591808,2017-02-22 17:41:18+00:00,10512,1899,141
834209720923721728,2017-02-22 01:14:30+00:00,22594,5476,102
834167344700198914,2017-02-21 22:26:07+00:00,17194,4130,135
834089966724603904,2017-02-21 17:18:39+00:00,10971,2427,52
834086379323871233,2017-02-21 17:04:24+00:00,14296,2512,95
833863086058651648,2017-02-21 02:17:06+00:00,14661,2729,102
833826103416520705,2017-02-20 23:50:09+00:00,16728,3904,139
833722901757046785,2017-02-20 17:00:04+00:00,22585,3636,140
833479644947025920,2017-02-20 00:53:27+00:00,16258,2357,62
833124694597443584,2017-02-19 01:23:00+00:00,22133,5513,118
832998151111966721,2017-02-18 17:00:10+00:00,14549,2522,140
832757312314028032,2017-02-18 01:03:09+00:00,18423,4127,135
832682457690300417,2017-02-17 20:05:43+00:00,13017,3368,42
832645525019123713,2017-02-17 17:38:57+00:00,3195,594,103
832636094638288896,2017-02-17 17:01:29+00:00,17379,3220,93
832397543355072512,2017-02-17 01:13:34+00:00,13126,2548,129
832369877331693569,2017-02-16 23:23:38+00:00,18792,3652,112
832273440279240704,2017-02-16 17:00:25+00:00,12385,2673,130
832088576586297345,2017-02-16 04:45:50+00:00,72,3,40
832032802820481025,2017-02-16 01:04:13+00:00,13887,4746,139
831939777352105988,2017-02-15 18:54:34+00:00,26404,7031,140
831926988323639298,2017-02-15 18:03:45+00:00,369,39,22
831911600680497154,2017-02-15 17:02:36+00:00,30380,7458,139
831670449226514432,2017-02-15 01:04:21+00:00,11469,2059,60
831650051525054464,2017-02-14 23:43:18+00:00,7908,2243,138
831552930092285952,2017-02-14 17:17:22+00:00,9872,2632,117
831322785565769729,2017-02-14 02:02:51+00:00,10042,1744,116
831315979191906304,2017-02-14 01:35:49+00:00,7117,1264,134
831309418084069378,2017-02-14 01:09:44+00:00,12819,2786,138
831262627380748289,2017-02-13 22:03:49+00:00,13066,2350,116
830956169170665475,2017-02-13 01:46:03+00:00,8735,1735,60
830583320585068544,2017-02-12 01:04:29+00:00,73397,19297,94
830097400375152640,2017-02-10 16:53:37+00:00,10804,3455,140
829861396166877184,2017-02-10 01:15:49+00:00,13441,2243,113
829501995190984704,2017-02-09 01:27:41+00:00,34913,12224,127
829449946868879360,2017-02-08 22:00:52+00:00,11519,2329,120
829374341691346946,2017-02-08 17:00:26+00:00,38074,10706,76
829141528400556032,2017-02-08 01:35:19+00:00,26952,8530,114
829011960981237760,2017-02-07 17:00:28+00:00,58302,18627,127
828770345708580865,2017-02-07 01:00:22+00:00,28085,6746,137
828708714936930305,2017-02-06 20:55:28+00:00,40241,12882,133
828650029636317184,2017-02-06 17:02:17+00:00,10467,1544,80
828409743546925057,2017-02-06 01:07:28+00:00,6898,1305,70
828408677031882754,2017-02-06 01:03:14+00:00,8398,1477,131
828381636999917570,2017-02-05 23:15:47+00:00,13864,2554,122
828376505180889089,2017-02-05 22:55:23+00:00,8112,1216,112
828372645993398273,2017-02-05 22:40:03+00:00,13756,3344,123
828361771580813312,2017-02-05 21:56:51+00:00,2408,195,57
828046555563323392,2017-02-05 01:04:17+00:00,12923,3260,123
828011680017821696,2017-02-04 22:45:42+00:00,11411,2451,124
827933404142436356,2017-02-04 17:34:40+00:00,22180,5987,134
827653905312006145,2017-02-03 23:04:02+00:00,16983,3433,123
827600520311402496,2017-02-03 19:31:54+00:00,8143,1082,139
827324948884643840,2017-02-03 01:16:53+00:00,17523,3510,127
827199976799354881,2017-02-02 17:00:17+00:00,11659,2579,129
826958653328592898,2017-02-02 01:01:21+00:00,23767,5757,73
826848821049180160,2017-02-01 17:44:55+00:00,40325,11878,136
826598799820865537,2017-02-01 01:11:25+00:00,5637,292,69
826598365270007810,2017-02-01 01:09:42+00:00,11117,2709,75
826476773533745153,2017-01-31 17:06:32+00:00,20275,4821,132
826240494070030336,2017-01-31 01:27:39+00:00,14614,2965,114
826204788643753985,2017-01-30 23:05:46+00:00,5361,1075,116
826115272272650244,2017-01-30 17:10:04+00:00,17299,3599,75
825876512159186944,2017-01-30 01:21:19+00:00,11525,2146,106
825829644528148480,2017-01-29 22:15:05+00:00,14025,2848,115
825535076884762624,2017-01-29 02:44:34+00:00,56413,19669,118
825147591692263424,2017-01-28 01:04:51+00:00,20181,5244,110
825026590719483904,2017-01-27 17:04:02+00:00,7020,1483,140
824775126675836928,2017-01-27 00:24:48+00:00,16508,4069,132
824663926340194305,2017-01-26 17:02:56+00:00,11113,1993,103
824325613288833024,2017-01-25 18:38:36+00:00,12999,11848,55
824297048279236611,2017-01-25 16:45:05+00:00,16625,4463,82
824025158776213504,2017-01-24 22:44:42+00:00,5255,679,44
823939628516474880,2017-01-24 17:04:50+00:00,11755,3123,79
823699002998870016,2017-01-24 01:08:40+00:00,13826,2772,135
823581115634085888,2017-01-23 17:20:14+00:00,14376,3031,106
823322678127919110,2017-01-23 00:13:17+00:00,17437,4637,106
822975315408461824,2017-01-22 01:12:59+00:00,19139,3958,118
822872901745569793,2017-01-21 18:26:02+00:00,132810,48265,87
822859134160621569,2017-01-21 17:31:20+00:00,14576,2622,122
822610361945911296,2017-01-21 01:02:48+00:00,16327,3423,123
822489057087389700,2017-01-20 17:00:46+00:00,20083,7390,94
822462944365645825,2017-01-20 15:17:01+00:00,31800,17209,136
822244816520155136,2017-01-20 00:50:15+00:00,38832,11421,95
821886076407029760,2017-01-19 01:04:45+00:00,12582,2692,53
821765923262631936,2017-01-18 17:07:18+00:00,9317,1899,82
821522889702862852,2017-01-18 01:01:34+00:00,8871,2030,117
821407182352777218,2017-01-17 17:21:47+00:00,13075,5053,114
821153421864615936,2017-01-17 00:33:26+00:00,280,10,56
821149554670182400,2017-01-17 00:18:04+00:00,9718,2320,62
821107785811234820,2017-01-16 21:32:06+00:00,10645,2487,130
821044531881721856,2017-01-16 17:20:45+00:00,14021,2636,125
820749716845686786,2017-01-15 21:49:15+00:00,34984,11525,108
820690176645140481,2017-01-15 17:52:40+00:00,13518,3716,75
820314633777061888,2017-01-14 17:00:24+00:00,3706,648,138
820078625395449857,2017-01-14 01:22:35+00:00,21979,7246,80
819952236453363712,2017-01-13 17:00:21+00:00,5927,1369,139
819924195358416896,2017-01-13 15:08:56+00:00,14305,5607,97
819711362133872643,2017-01-13 01:03:12+00:00,14916,3604,54
819588359383371776,2017-01-12 16:54:26+00:00,10606,2271,111
819347104292290561,2017-01-12 00:55:47+00:00,8008,1383,121
819238181065359361,2017-01-11 17:42:57+00:00,2550,462,85
819227688460238848,2017-01-11 17:01:16+00:00,25652,7733,103
819006400881917954,2017-01-11 02:21:57+00:00,49960,21794,97
819004803107983360,2017-01-11 02:15:36+00:00,95450,42228,83
818627210458333184,2017-01-10 01:15:10+00:00,24597,8564,70
818614493328580609,2017-01-10 00:24:38+00:00,10971,2982,99
818536468981415936,2017-01-09 19:14:36+00:00,12127,2873,127
818259473185828864,2017-01-09 00:53:55+00:00,12197,2621,96
818145370475810820,2017-01-08 17:20:31+00:00,13671,3014,82
817908911860748288,2017-01-08 01:40:55+00:00,5356,906,98
817827839487737858,2017-01-07 20:18:46+00:00,57622,31314,116
817777686764523521,2017-01-07 16:59:28+00:00,11901,3084,140
817536400337801217,2017-01-07 01:00:41+00:00,13105,3505,143
817423860136083457,2017-01-06 17:33:29+00:00,38260,17504,56
817415592588222464,2017-01-06 17:00:38+00:00,6267,1131,140
817171292965273600,2017-01-06 00:49:53+00:00,9690,2326,103
817120970343411712,2017-01-05 21:29:55+00:00,13367,3011,54
817056546584727552,2017-01-05 17:13:55+00:00,9517,1927,107
816816676327063552,2017-01-05 01:20:46+00:00,11071,2361,91
816697700272001025,2017-01-04 17:27:59+00:00,10905,2545,99
816450570814898180,2017-01-04 01:05:59+00:00,33961,9366,103
816336735214911488,2017-01-03 17:33:39+00:00,9564,2269,86
816091915477250048,2017-01-03 01:20:49+00:00,9927,2500,91
815990720817401858,2017-01-02 18:38:42+00:00,5545,1207,139
815966073409433600,2017-01-02 17:00:46+00:00,25057,9907,57
815736392542261248,2017-01-02 01:48:06+00:00,10937,2625,94
815639385530101762,2017-01-01 19:22:38+00:00,9161,1918,100
815390420867969024,2017-01-01 02:53:20+00:00,11467,4407,44
814986499976527872,2016-12-31 00:08:17+00:00,8485,1505,93
814638523311648768,2016-12-30 01:05:33+00:00,12511,3130,86
814530161257443328,2016-12-29 17:54:58+00:00,9629,2156,112
814153002265309185,2016-12-28 16:56:16+00:00,32000,10080,109
813910438903693312,2016-12-28 00:52:25+00:00,10342,2194,93
813812741911748608,2016-12-27 18:24:12+00:00,40402,16267,139
813800681631023104,2016-12-27 17:36:16+00:00,9300,2060,66
813217897535406080,2016-12-26 03:00:30+00:00,20783,8476,68
813202720496779264,2016-12-26 02:00:11+00:00,10192,2090,112
813187593374461952,2016-12-26 01:00:05+00:00,22085,5096,107
813172488309972993,2016-12-26 00:00:03+00:00,10384,2236,75
813157409116065792,2016-12-25 23:00:08+00:00,8588,2557,112
813142292504645637,2016-12-25 22:00:04+00:00,9361,2728,84
813130366689148928,2016-12-25 21:12:41+00:00,4968,513,131
813127251579564032,2016-12-25 21:00:18+00:00,13242,3652,89
813112105746448384,2016-12-25 20:00:07+00:00,11515,3225,100
813096984823349248,2016-12-25 19:00:02+00:00,11694,4207,74
813081950185472002,2016-12-25 18:00:17+00:00,10989,3220,112
813066809284972545,2016-12-25 17:00:08+00:00,8865,2276,115
813051746834595840,2016-12-25 16:00:16+00:00,23337,8503,90
812781120811126785,2016-12-24 22:04:54+00:00,8380,2191,101
812709060537683968,2016-12-24 17:18:34+00:00,7373,1665,94
812503143955202048,2016-12-24 03:40:19+00:00,6787,1424,118
812466873996607488,2016-12-24 01:16:12+00:00,8900,2231,110
812372279581671427,2016-12-23 19:00:19+00:00,15224,4252,103
811985624773361665,2016-12-22 17:23:53+00:00,8102,1647,88
811744202451197953,2016-12-22 01:24:33+00:00,8429,1884,41
811647686436880384,2016-12-21 19:01:02+00:00,6215,872,136
811627233043480576,2016-12-21 17:39:46+00:00,14265,3650,103
811386762094317568,2016-12-21 01:44:13+00:00,23302,7444,112
810984652412424192,2016-12-19 23:06:23+00:00,5927,1655,143
810896069567610880,2016-12-19 17:14:23+00:00,10093,2090,127
810657578271330305,2016-12-19 01:26:42+00:00,12192,3057,100
810284430598270976,2016-12-18 00:43:57+00:00,39640,13369,79
810254108431155201,2016-12-17 22:43:27+00:00,16380,3901,118
809920764300447744,2016-12-17 00:38:52+00:00,17250,4521,116
809448704142938112,2016-12-15 17:23:04+00:00,7727,1696,41
809220051211603969,2016-12-15 02:14:29+00:00,22246,6554,126
809084759137812480,2016-12-14 17:16:53+00:00,14685,4046,136
808838249661788160,2016-12-14 00:57:20+00:00,11271,3536,116
